0.00 100.26 152.02 106.84 94.60
100.26 0.00 94.46 72.55 32.93
152.02 94.46 0.00 55.25 108.23
106.84 72.55 55.25 0.00 82.41
94.60 32.93 108.23 82.41 0.00
